qid	competition	timestamp	section	number	original_question	original_answer	original_additional_info
QA20CAPR-1135	第1回AI王	2019/12/25	未使用問題	1135	株式会社ロイヤリティマーケティングが運営している、ゲオやローソンなどの店舗で利用できるポイントサービスは何でしょう？	Ponta	
QA20CAPR-1147	第1回AI王	2019/12/25	未使用問題	1147	『オクラホマ・ミキサー』や『マイム・マイム』などの曲が良く使われる、運動会などで大勢で踊る簡単なダンスを何というでしょう？	フォークダンス	
QA20CAPR-1149	第1回AI王	2019/12/25	未使用問題	1149	かつて、富山県の神通川流域で発生した、工場の廃水に含まれたカドミウムを原因とする四大公害病のひとつは何でしょう？	イタイイタイ病	
QA20CAPR-1151	第1回AI王	2019/12/25	未使用問題	1151	ある事柄を何度もよく考えることのたとえにも使われる、牛などの動物が、飲み込んだ食べ物を何度も口に戻して咀嚼することを何というでしょう？	反芻	
QA20CAPR-1157	第1回AI王	2019/12/25	未使用問題	1157	2015年には宮内庁がその原盤を公開した、1945年に昭和天皇が終戦を発表したラジオ放送を何というでしょう？	玉音放送	
QA20CAPR-1159	第1回AI王	2019/12/25	未使用問題	1159	ロンドン市内を舞台に刑事たちが様々な乗り物を使って怪盗Mr.Xを追いかけるという内容の、名作ボードゲームは何でしょう？	スコットランドヤード	
QA20CAPR-1163	第1回AI王	2019/12/25	未使用問題	1163	漢字では果物の「葡萄」に「牙」と書く、首都をリスボンに置くユーラシア大陸で最も西にある国はどこでしょう？	ポルトガル	
QA20CAPR-1167	第1回AI王	2019/12/25	未使用問題	1167	日本にある市の中で、名前に「東」と「西」という漢字が両方入っている唯一の市は何でしょう？	西東京市	
QA20CAPR-1173	第1回AI王	2019/12/25	未使用問題	1173	放送業界の職業で、Dといえばディレクターの略ですが、ADといえば何の略でしょう？	アシスタントディレクター	
QA20CAPR-1177	第1回AI王	2019/12/25	未使用問題	1177	人間の指12本分くらいの長さがあることから名がついた、胃と小腸とをつないでいる消化器官は何でしょう？	十二指腸	
QA20CAPR-1191	第1回AI王	2019/12/25	未使用問題	1191	1993年に白神山地とともに日本初の世界自然遺産に認定された、樹齢2000年以上の縄文杉で有名な鹿児島県の島といえばどこでしょう？	屋久島	
QA20CAPR-1193	第1回AI王	2019/12/25	未使用問題	1193	プランクトンなどの死骸などが海の中を沈んでいく様子を、ある自然現象にたとえて何というでしょう？	マリンスノー	
QA20CAPR-1197	第1回AI王	2019/12/25	未使用問題	1197	日本ではスギ、ヒノキに次いで花粉症の患者数が多く、秋に花粉症を引き起こすことで知られる北米原産のキク科の植物は何でしょう？	ブタクサ	
QA20CAPR-1203	第1回AI王	2019/12/25	未使用問題	1203	演劇やコンサートにおいて、本番と同じ条件で行う通し稽古のことをドイツ語で何というでしょう？	ゲネプロ	
QA20CAPR-1211	第1回AI王	2019/12/25	未使用問題	1211	ロンドンの仕立屋街「サヴィル・ロウ」をその名の由来とする説もある、よくサラリーマンなどが着用するビジネス用スーツをさす日本語は何でしょう？	背広	
QA20CAPR-1213	第1回AI王	2019/12/25	未使用問題	1213	近年は日本でも定着してきている、キリストの復活を祝う祭典のことを何というでしょう？	復活祭	
QA20CAPR-1225	第1回AI王	2019/12/25	未使用問題	1225	大きくフタユビとミユビの2種類に分けられる、一日中木にぶら下がって動かない習性で知られる哺乳類は何でしょう？	ナマケモノ	
QA20CAPR-1231	第1回AI王	2019/12/25	未使用問題	1231	『マッチ売りの少女』『親指姫』『裸の王様』といった童話を書いた、デンマークの作家は誰でしょう？	ハンス・クリスチャン・アンデルセン	
QA20CAPR-1239	第1回AI王	2019/12/25	未使用問題	1239	ヒンディー語で「絞り染め」という意味の言葉を語源とする、よく頭に巻くのに用いられる大きめの布を何というでしょう？	バンダナ	
QA20CAPR-1241	第1回AI王	2019/12/25	未使用問題	1241	その名前は「桃太郎」を英語に訳したものである、女性向け下着を販売する会社は何でしょう？	ピーチ・ジョン	
QA20CAPR-1245	第1回AI王	2019/12/25	未使用問題	1245	日本代表の愛称は「AKATSUKI FIVE」である、高さ305cmのゴールにボールを入れると得点となる球技は何でしょう？	バスケットボール	
QA20CAPR-1251	第1回AI王	2019/12/25	未使用問題	1251	学名を「ニッポニア・ニッポン」という鳥は何でしょう？	トキ	
QA20CAPR-1257	第1回AI王	2019/12/25	未使用問題	1257	創業者である兄弟・モーリスとリチャードのファミリーネームから名前が付けられた、世界最大のハンバーガーチェーンは何でしょう？	マクドナルド	
QA20CAPR-1259	第1回AI王	2019/12/25	未使用問題	1259	訪問販売や通信販売などで、購入から８日以内に無償で契約解除できる制度を何というでしょう？	クーリングオフ	
QA20CAPR-1263	第1回AI王	2019/12/25	未使用問題	1263	もともとはフランス語で「短編小説」を意味した言葉で、現在では主にお笑い芸人が行う寸劇のことを指すのは何でしょう？	コント	
QA20CAPR-1265	第1回AI王	2019/12/25	未使用問題	1265	石川県ではカラシを乗せて食べるのが一般的となっている、豆腐を直方体に切り、薬味や醤油などをかけて食べる料理といえば何でしょう？	冷奴	
QA20CAPR-1267	第1回AI王	2019/12/25	未使用問題	1267	英語では「Pacific ocean」という、地球の表面の約3分の1を占める世界で一番広い海は何でしょう？	太平洋	
QA20CAPR-1273	第1回AI王	2019/12/25	未使用問題	1273	マーティン・ハンドフォードのベストセラー絵本で、人や物が入り乱れた絵の中から、赤と白のボーダーの服で丸眼鏡をかけた主人公を探し出すという内容なのは何でしょう？	ウォーリーをさがせ!	
QA20CAPR-1279	第1回AI王	2019/12/25	未使用問題	1279	数学教師として四国の中学校に赴任する無鉄砲な男を主人公とする、夏目漱石の代表作は何でしょう？	坊つちやん	
QA20CAPR-1281	第1回AI王	2019/12/25	未使用問題	1281	もともとは刀の刃と峰との境界の少し盛り上がった部分のことで、現在では激く争う時に「ここを削る」というのは何でしょう？	シノギ	
QA20CAPR-1283	第1回AI王	2019/12/25	未使用問題	1283	昭和22年に北海道の鈴木栄治さんによって考案された、５人１組でボールを打ち合う、高齢者に人気のスポーツは何でしょう？	ゲートボール	
QA20CAPR-1299	第1回AI王	2019/12/25	未使用問題	1299	内部には「百枚皿」や「黄金柱」などの名所が存在する、山口県美祢市にある日本最大級の鍾乳洞は何でしょう？	秋芳洞	
QA20CAPR-1315	第1回AI王	2019/12/25	未使用問題	1315	１４世紀はじめに北イタリアで起こった芸術運動のことで、日本語では「文芸復興」などと訳されるのは何でしょう？	ルネサンス	
QA20CAPR-1323	第1回AI王	2019/12/25	未使用問題	1323	九州から上京した学生を主人公とする夏目漱石の小説と、相田周二と小宮浩信からなるお笑いコンビに共通する名前は何でしょう？	三四郎	
QA20CAPR-1327	第1回AI王	2019/12/25	未使用問題	1327	戦争中、空襲を受けやすい都会を避け、郊外や田舎に引っ越したことを何というでしょう？	疎開	
QA20CAPR-1335	第1回AI王	2019/12/25	未使用問題	1335	漫画『ドラえもん』で、ドラえもんが苦手な生き物は何でしょう？	ネズミ	
QA20CAPR-1345	第1回AI王	2019/12/25	未使用問題	1345	1990年にリリースした『プレゼント』『にちようび』『夏祭り』がいずれも大ヒットした、日本の音楽グループは何でしょう？	JITTERIN'JINN	
QA20CAPR-1355	第1回AI王	2019/12/25	未使用問題	1355	バターやチョコレートを溶かす際に行われる、沸かしたお湯の中に一回り小さな容器を入れて中の食材を間接的に熱する方法を何というでしょう？	湯煎	
QA20CAPR-1357	第1回AI王	2019/12/25	未使用問題	1357	ドプチェクの共産党第一書記就任により始まった、1968年にチェコスロバキアで起きた民主化の動きのことを何というでしょう？	プラハの春	
QA20CAPR-1359	第1回AI王	2019/12/25	未使用問題	1359	四国にある県で唯一、本州につながる橋を持たない県はどこでしょう？	高知県	
QA20CAPR-1363	第1回AI王	2019/12/25	未使用問題	1363	高校サッカーの伝統校である国見高校がある都道府県はどこでしょう？	長崎県	
QA20CAPR-1367	第1回AI王	2019/12/25	未使用問題	1367	英語では「海のキュウリ」という意味の名前で呼ばれる、その内臓が珍味の「このわた」になることで知られる海産物は何でしょう？	ナマコ	
QA20CAPR-1369	第1回AI王	2019/12/25	未使用問題	1369	「WILKINSON」や「CANADA DRY」などのブランドが有名な、ショウガの辛みを効かせた炭酸飲料は何でしょう？	ジンジャーエール	
QA20CAPR-1373	第1回AI王	2019/12/25	未使用問題	1373	アメリカのノーウォークで初めて見つかったことからその名が付いた、カキなどで起こる食中毒の原因となるウイルスは何でしょう？	ノロウイルス	
QA20CAPR-1381	第1回AI王	2019/12/25	未使用問題	1381	２つの休日が平日を挟んで並んでいる状態を、日本庭園などにある石に例えて何というでしょう？	飛石連休	
QA20CAPR-1383	第1回AI王	2019/12/25	未使用問題	1383	「天才とは１％のひらめきと99％の努力である」という言葉を残した、「発明王」と呼ばれたアメリカの科学者は誰でしょう？	トーマス・エジソン	
QA20CAPR-1385	第1回AI王	2019/12/25	未使用問題	1385	かつて身分の高い人が乗っていた立派な乗り物で、女性が金持ちと結婚するときには「これに乗る」ともいわれるのは何でしょう？	玉の輿	
QA20CAPR-1387	第1回AI王	2019/12/25	未使用問題	1387	大相撲で力士が初めてちょんまげを結う際にはこれを受けるしきたりがある、指を相手のオデコに向かって強く打ちつける罰ゲームなどでなされる行為を何というでしょう？	デコピン	
QA20CAPR-1391	第1回AI王	2019/12/25	未使用問題	1391	味、機械、運動、方向などの後ろについて、特定の能力に劣る人のことを指す言葉は何でしょう？	音痴	
QA20CAPR-1407	第1回AI王	2019/12/25	未使用問題	1407	かつては高級印鑑によく用いられたものの現在ではワシントン条約によって取引が禁止されている、英語ではアイボリーという素材は何でしょう？	象牙	
QA20CAPR-1415	第1回AI王	2019/12/25	未使用問題	1415	イタリア語で「停止」という意味がある、音符や休符の長さを十分に延長させる音楽記号は何でしょう？	フェルマータ	
QA20CAPR-1431	第1回AI王	2019/12/25	未使用問題	1431	「二人の若い紳士が、すっかりイギリスの兵隊のかたちをして、ぴかぴかする鉄砲をかついで」という書き出しで始まる、宮沢賢治の作品は何でしょう？	注文の多い料理店	
QA20CAPR-1437	第1回AI王	2019/12/25	未使用問題	1437	大蔵流と和泉流が二大流派と呼ばれる、日本の古典芸能は何でしょう？	狂言	
QA20CAPR-1439	第1回AI王	2019/12/25	未使用問題	1439	地球以外で、安定した液体の存在が初めて確認された天体である、土星最大の衛星は何でしょう？	タイタン (衛星)	
QA20CAPR-1451	第1回AI王	2019/12/25	未使用問題	1451	フクロウナギやチョウチンアンコウのように、水深200mより深い場所に生息する魚のことを総称して何というでしょう？	深海魚	
QA20CAPR-1453	第1回AI王	2019/12/25	未使用問題	1453	羽田空港があるのは東京都の何区でしょう？	大田区	
QA20CAPR-1455	第1回AI王	2019/12/25	未使用問題	1455	ドイツの冶金学者ウィルムが発明した合金で、アルミニウムを主成分とした、飛行機の骨組みなどに使われる軽合金は何でしょう？	ジュラルミン	
QA20CAPR-1485	第1回AI王	2019/12/25	未使用問題	1485	健康に関する取り組みのひとつ「８０２０運動」といえば、人間の身体のどんな部分に関する運動でしょう？	歯	
QA20CAPR-1487	第1回AI王	2019/12/25	未使用問題	1487	1926年から1989年まで使われた日本の元号は何でしょう？	昭和	
QA20CAPR-1489	第1回AI王	2019/12/25	未使用問題	1489	地質時代の「中生代」を大きく３つの時期に分けると、三畳紀、ジュラ紀と、恐竜が絶滅したといわれる何紀でしょう？	白亜紀	
QA20CAPR-1491	第1回AI王	2019/12/25	未使用問題	1491	水揚げするとすぐ悪くなってしまうことなどから、漢字で「魚へんに弱い」と書く魚は何でしょう？	イワシ	
QA20CAPR-1495	第1回AI王	2019/12/25	未使用問題	1495	ビゼーの『子供の遊び』やブラームスの『ハンガリー舞曲集』などの曲で行われる、１台のピアノを２人で弾くことを何というでしょう？	連弾	
QA20CAPR-1499	第1回AI王	2019/12/25	未使用問題	1499	集英社とならんで「一ツ橋グループ」の中核をなす日本の出版社で、『月刊コロコロコミック』や『週刊少年サンデー』を出版しているのはどこでしょう？	小学館	
QA20CAPR-1503	第1回AI王	2019/12/25	未使用問題	1503	処理を中断したりキャンセルしたりするときに使うことが多い、パソコン用のキーボードで最も左上に設置されているキーは何でしょう？	Escキー	
QA20CAPR-1511	第1回AI王	2019/12/25	未使用問題	1511	徳川家康が持っていたものが現存する日本最古のものとされる、先端を削って使う文房具といえば何でしょう？	鉛筆	
QA20CAPR-1517	第1回AI王	2019/12/25	未使用問題	1517	「エステサロン」などというときのエステとは、何という言葉の略でしょう？	エステティック	
QA20CAPR-1519	第1回AI王	2019/12/25	未使用問題	1519	民法では第86条に規定されている、土地や建物など動かすことができない財産のことを漢字三文字で何というでしょう？	不動産	
QA20CAPR-1525	第1回AI王	2019/12/25	未使用問題	1525	選挙で、当選の見込みが薄い候補者のことを、「あわ」という意味の言葉を使って何というでしょう？	泡沫候補	
QA20CAPR-1537	第1回AI王	2019/12/25	未使用問題	1537	レボルバーという回転する部品にセットされていることが多い、顕微鏡において観察するものの近くに設置されるレンズを何というでしょう？	対物レンズ	
QA20CAPR-1549	第1回AI王	2019/12/25	未使用問題	1549	別名を回り灯籠という、影絵を回転させるための道具で、人が死に際にこれのような光景をみるといわれるのは何でしょう？	走馬灯	
QA20CAPR-1553	第1回AI王	2019/12/25	未使用問題	1553	1896年、第1回近代オリンピックが開催されたギリシアの都市はどこでしょう？	アテネ	
QA20CAPR-1557	第1回AI王	2019/12/25	未使用問題	1557	アイスホッケー選手やサッカー選手、野球のキャッチャーなどが着用するすねあてを何というでしょう？	レガース	
QA20CAPR-1569	第1回AI王	2019/12/25	未使用問題	1569	網膜神経節細胞が死滅する進行性の病気で、日本人の失明原因１位となっているのは何でしょう？	緑内障	
QA20CAPR-1571	第1回AI王	2019/12/25	未使用問題	1571	双六で進むマスを決めるのはサイコロですが、人生ゲームで進むマスを決めるのは何でしょう？	ルーレット	
QA20CAPR-1577	第1回AI王	2019/12/25	未使用問題	1577	地下鉄の排気口からの風でスカートがめくれ上がるシーンで有名な、マリリン・モンローが出演した映画は何でしょう？	七年目の浮気	
QA20CAPR-1579	第1回AI王	2019/12/25	未使用問題	1579	世界の国旗のなかで、デザインが変更された回数が28回と最も多いのはどこの国の国旗でしょう？	アメリカ合衆国	
QA20CAPR-1583	第1回AI王	2019/12/25	未使用問題	1583	別名をバルバドスチェリーという、ビタミンCを多量に含むことで知られる果物は何でしょう？	アセロラ	
QA20CAPR-1585	第1回AI王	2019/12/25	未使用問題	1585	エジプトにあるとされる山で、旧約聖書でモーゼが「十戒」を授かった山といえばどこでしょう？	シナイ山	
QA20CAPR-1591	第1回AI王	2019/12/25	未使用問題	1591	靴やベルトに使われる、馬の皮から作られる光沢のある上質のなめし革のことを、スペインの都市・コルドバにちなんで何というでしょう？	コードバン	
QA20CAPR-1601	第1回AI王	2019/12/25	未使用問題	1601	時代劇などで江戸幕府の役人が手に持っている、手元に鉤の付いた棒を何というでしょう？	十手	
QA20CAPR-1603	第1回AI王	2019/12/25	未使用問題	1603	管楽器で息を吹き込む部分と、ボクサーなどが口内を保護するために付ける道具に共通する名前は何でしょう？	マウスピース	
QA20CAPR-1609	第1回AI王	2019/12/25	未使用問題	1609	冷たいものを食べた時に、頭がキーンとする頭痛のことを、ある冷たい食べ物の名前から、何頭痛というでしょう？	アイスクリーム頭痛	
QA20CAPR-1611	第1回AI王	2019/12/25	未使用問題	1611	本部の場所から別名を「ラングレー」ともいう、アメリカ合衆国の諜報活動を担っているアルファベット３文字でCIAという組織は何でしょう？	中央情報局	
QA20CAPR-1617	第1回AI王	2019/12/25	未使用問題	1617	アメリカとロシアが対峙することから「米ロ海峡」の別名もある、アラスカのスワード半島と、東シベリアのチュクチ半島との間にある海峡は何でしょう？	ベーリング海峡	
QA20CAPR-1631	第1回AI王	2019/12/25	未使用問題	1631	かつては結核と並んで日本の二大国民病とされた、ビタミンB1の欠乏により足のむくみや麻痺が生じる病気は何でしょう？	脚気	
QA20CAPR-1635	第1回AI王	2019/12/25	未使用問題	1635	男子体操と女子体操に共通する種目は、ゆかと何でしょう？	跳馬	
QA20CAPR-1653	第1回AI王	2019/12/25	未使用問題	1653	選挙に立候補することを、ある動物を使って何というでしょう？	出馬	
QA20CAPR-1663	第1回AI王	2019/12/25	未使用問題	1663	家庭用ゲームの『マリオカート』シリーズでスペシャルカップの最後のコースとして登場する、カラフルな色彩が特徴の定番コースは何でしょう？	レインボーロード	
QA20CAPR-1665	第1回AI王	2019/12/25	未使用問題	1665	「ＰＨＶ」や「ＰＨＥＶ」と略される、ハイブリッドカーの中でもコンセントから直接充電できる車のことを何というでしょう？	プラグインハイブリッドカー	
QA20CAPR-1677	第1回AI王	2019/12/25	未使用問題	1677	『白痴』『カラマーゾフの兄弟』『罪と罰』で知られるロシアの作家は誰でしょう？	フョードル・ドストエフスキー	
QA20CAPR-1685	第1回AI王	2019/12/25	未使用問題	1685	「へのへのもへじ」で顔を描いたとき、「へ」が表しているパーツは、眉毛と何でしょう？	口	
QA20CAPR-1687	第1回AI王	2019/12/25	未使用問題	1687	アラスカでは不吉なものとして恐れられることも多い、寒い地域の空にカーテンなどのようにきらめく光の帯を何というでしょう？	オーロラ	
QA20CAPR-1691	第1回AI王	2019/12/25	未使用問題	1691	洋服や装飾品にアクセントとして付けられる貴金属や宝石のことを、フランス語の「宝石」という意味の言葉で何というでしょう？	ビジュー	
QA20CAPR-1695	第1回AI王	2019/12/25	未使用問題	1695	英語で「切る」と「縫う」という意味の言葉からその名がつけられた、ニットの生地を形に合わせて裁断し、縫い合わせて作った服を何というでしょう？	カットソー	
QA20CAPR-1701	第1回AI王	2019/12/25	未使用問題	1701	『宇宙海賊キャプテンハーロック』『宇宙戦艦ヤマト』『銀河鉄道９９９』などで知られる漫画家は誰でしょう？	松本零士	
QA20CAPR-1719	第1回AI王	2019/12/25	未使用問題	1719	国際試合においてキックオフからわずか３分15秒でハットトリックを達成している日本のサッカー選手で、ジュビロ磐田などで長年にわたりプレーし、「ゴン」の愛称でも知られる誰でしょう？	中山雅史	
QA20CAPR-1721	第1回AI王	2019/12/25	未使用問題	1721	ゴルフの世界で、四大大会といわれるメジャー選手権を全て制することを何というでしょう？	グランドスラム (ゴルフ)	
QA20CAPR-1723	第1回AI王	2019/12/25	未使用問題	1723	日本の県名のうち「島」という漢字を含む５つとは、福島、徳島、鹿児島、広島とどこでしょう？	島根県	
QA20CAPR-1735	第1回AI王	2019/12/25	未使用問題	1735	1853年に黒船を率いて日本に来航した、当時アメリカ東インド艦隊の司令長官を務めていた人物は誰でしょう？	マシュー・ペリー	
QA20CAPR-1743	第1回AI王	2019/12/25	未使用問題	1743	一人で活動する歌手を「ソロ歌手」といいますが、一人で活動する芸人を「何芸人」というでしょう？	ピン芸人	
QA20CAPR-1749	第1回AI王	2019/12/25	未使用問題	1749	オトメ、テッポウ、オニ、ヤマなどの種類がある、美人の歩く姿にも形容される花は何でしょう？	ユリ	
QA20CAPR-1751	第1回AI王	2019/12/25	未使用問題	1751	学名を「クラミドサウルス・キンギイ」という、首元の皮膚を広げて威嚇する姿から名前が付けられたトカゲは何でしょう？	エリマキトカゲ	
QA20CAPR-1759	第1回AI王	2019/12/25	未使用問題	1759	1965年に開設された、JRの駅に設置されている、特急券や指定券などを購入できる窓口を何というでしょう？	みどりの窓口	
QA20CAPR-1761	第1回AI王	2019/12/25	未使用問題	1761	「さみだれ」「しぐれ」「ばいう」を漢字で書いた時に共通して使われる字は何でしょう？	雨	
QA20CAPR-1765	第1回AI王	2019/12/25	未使用問題	1765	ニュージーランドの登山家、エドモンド・ヒラリーによって初登頂された、世界で最も高い山といえば何でしょう？	エベレスト	
QA20CAPR-1767	第1回AI王	2019/12/25	未使用問題	1767	1896年のアテネ五輪でアメリカのトーマス・バークが使ったことから世界に広まった、陸上の短距離走で行われるスタートの姿勢を何というでしょう？	クラウチングスタート	
QA20CAPR-1789	第1回AI王	2019/12/25	未使用問題	1789	妊娠期間の長さから名前がついた、良く動物実験に用いられるネズミの種類は何でしょう？	ハツカネズミ	
QA20CAPR-1791	第1回AI王	2019/12/25	未使用問題	1791	英語では「モスキート・コイル」と呼ばれる、ピレトリンなどを練りこんだ、燻煙式の殺虫剤を何というでしょう？	蚊取線香	
QA20CAPR-1797	第1回AI王	2019/12/25	未使用問題	1797	中には17年間も幼虫のまま過ごす種類のものもいる、その鳴き声が夏の風物詩ともなっている昆虫は何でしょう？	セミ	
QA20CAPR-1811	第1回AI王	2019/12/25	未使用問題	1811	童謡『浦島太郎』の歌詞に登場する魚はタイと何でしょう？	ヒラメ	
QA20CAPR-1813	第1回AI王	2019/12/25	未使用問題	1813	日本ではダニエル・ビダルによって歌われたものがヒットし、多くの歌手にカバーされた、フランス・パリ市内の大通りをモチーフとした楽曲は何でしょう？	オー・シャンゼリゼ	
QA20CAPR-1823	第1回AI王	2019/12/25	未使用問題	1823	ヘルムート・コール、ゲアハルト・シュレーダー、アンゲラ・メルケルといえば、どこの国の歴代首相でしょう？	ドイツ	
QA20CAPR-1825	第1回AI王	2019/12/25	未使用問題	1825	1960年にローマで第1回大会が開催された、身体障害者のための国際スポーツ大会を何というでしょう？	パラリンピック	
QA20CAPR-1831	第1回AI王	2019/12/25	未使用問題	1831	第一次・第二次世界大戦においてドイツ海軍が使用した潜水艦のことを、アルファベット１文字を用いて何というでしょう？	Uボート	
QA20CAPR-1841	第1回AI王	2019/12/25	未使用問題	1841	将棋の一種「はさみ将棋」で使われる、唯一の駒は何でしょう？	歩兵	
QA20CAPR-1843	第1回AI王	2019/12/25	未使用問題	1843	その全長が53.9kmであることからゾーン539の別名がある、青森県と北海道を結ぶ鉄道トンネルは何でしょう？	青函トンネル	
QA20CAPR-1849	第1回AI王	2019/12/25	未使用問題	1849	７級から三段までの会員で構成されている、日本将棋連盟のプロ棋士養成機関は何でしょう？	新進棋士奨励会	
QA20CAPR-1863	第1回AI王	2019/12/25	未使用問題	1863	足の小さい女性が美しいと考えられたため、幼児期から女性の足に布を巻いて足が大きくならないようにする、中国の古い風習を何というでしょう？	纏足	
QA20CAPR-1865	第1回AI王	2019/12/25	未使用問題	1865	動画のオープニングでは「ブンブン、Hello YouTube！」と挨拶するのがお決まりとなっている、ヒューマンビートボクサーとしても活躍する人気YouTuberは誰でしょう？	HIKAKIN	
